request_id,customer_id,region_id,request_type,priority,channel,status,created_at,closed_at,resolution_hours,crew_id,satisfaction_score,repeat_contact,estimated_cost
24907,2731,7,Billing,Medium,Mobile App,Closed,2024-02-28 05:15:00,2024-02-29 11:15:00,30.0,,3.0,1,178.95
24908,31,6,Inspection,Medium,Web,Closed,2025-04-22 03:42:00,2025-04-24 06:42:00,51.0,128.0,4.0,0,271.72
24909,3793,8,Vegetation,Low,Mobile App,Closed,2025-04-04 10:24:00,2025-04-10 17:24:00,151.0,68.0,3.0,1,229.5
24910,2693,2,Meter,Medium,Field Report,Closed,2024-11-17 11:08:00,2024-11-20 23:08:00,84.0,68.0,4.0,0,321.9
24911,415,2,Streetlight,Medium,Phone,Closed,2025-11-30 13:39:00,2025-12-02 22:39:00,57.0,94.0,4.0,0,394.39
24912,1121,5,Inspection,Low,Field Report,Closed,2024-05-20 01:25:00,2024-05-22 01:25:00,48.0,51.0,3.0,0,360.13
24913,5744,5,Line Repair,High,Field Report,Open,2025-06-21 16:53:00,,,60.0,,0,178.41
24914,4288,8,Billing,Medium,Field Report,Closed,2025-11-21 05:53:00,2025-11-24 16:53:00,83.0,,4.0,0,136.23
24915,2284,8,Inspection,Critical,Web,Closed,2025-07-27 09:23:00,2025-07-27 23:23:00,14.0,28.0,5.0,0,440.54
24916,4057,1,Billing,Medium,Web,In Progress,2026-01-15 20:38:00,,,,,0,110.21
24917,4139,8,Meter,Medium,Field Report,Closed,2025-11-15 02:07:00,2025-11-16 12:07:00,34.0,8.0,4.0,0,447.89
24918,996,5,Inspection,Medium,Web,Closed,2026-01-27 06:00:00,2026-01-29 16:00:00,58.0,23.0,5.0,1,194.25
24919,2065,8,Meter,Medium,Field Report,Closed,2024-08-03 14:16:00,2024-08-04 21:16:00,31.0,138.0,4.0,0,301.35
24920,2045,2,Billing,Medium,Web,Closed,2024-05-10 13:17:00,2024-05-12 21:17:00,56.0,,4.0,0,140.74
24921,1618,2,Inspection,Low,Web,Closed,2024-07-17 10:00:00,2024-07-23 11:00:00,145.0,23.0,5.0,0,214.81
24922,3975,7,Line Repair,Medium,Mobile App,Closed,2025-02-09 18:24:00,2025-02-10 14:24:00,20.0,93.0,4.0,1,423.77
24923,2600,4,Streetlight,High,Web,Pending,2025-05-20 08:41:00,,,165.0,,0,425.75
24924,4111,1,Vegetation,Critical,Web,Escalated,2024-10-06 20:34:00,,,45.0,,0,417.77
24925,4981,1,Billing,Medium,Web,Escalated,2025-07-07 09:38:00,,,,,0,48.54
24926,3442,6,Meter,High,Mobile App,Closed,2025-03-31 09:52:00,2025-04-01 09:52:00,24.0,39.0,5.0,0,375.97
24927,2801,4,Inspection,Medium,Phone,Closed,2025-03-12 20:18:00,2025-03-14 14:18:00,42.0,165.0,3.0,0,187.06
24928,1366,8,Billing,Critical,Mobile App,In Progress,2024-09-15 00:02:00,,,,,0,27.26
24929,257,1,Line Repair,Medium,Web,Closed,2025-07-28 10:48:00,2025-07-29 12:48:00,26.0,88.0,5.0,0,369.96
24930,4898,3,Billing,Low,Field Report,Closed,2025-04-21 12:35:00,2025-04-24 20:35:00,80.0,,5.0,0,223.51
24931,3837,1,Streetlight,Low,Web,Closed,2024-04-19 00:15:00,2024-04-20 05:15:00,29.0,89.0,5.0,0,393.83
24932,5692,4,Meter,Medium,Mobile App,Closed,2024-06-25 01:13:00,2024-06-26 21:13:00,44.0,153.0,4.0,1,321.6
24933,519,2,Line Repair,Medium,Field Report,Closed,2025-06-02 14:53:00,2025-06-02 21:53:00,7.0,76.0,4.0,1,185.47
24934,5601,6,Meter,Critical,Web,Closed,2025-12-31 18:27:00,2025-12-31 23:27:00,5.0,70.0,5.0,0,300.98
24935,3428,2,Billing,High,Mobile App,Closed,2024-12-07 22:51:00,2024-12-09 17:51:00,43.0,,4.0,0,240.49
24936,5800,5,Outage,High,Field Report,Closed,2025-12-25 05:54:00,2025-12-25 13:54:00,8.0,62.0,4.0,0,483.28
24937,3442,6,Line Repair,High,Phone,Closed,2025-03-28 16:07:00,2025-03-29 02:07:00,10.0,159.0,4.0,0,394.79
24938,4795,3,Inspection,Low,Mobile App,Closed,2025-02-25 17:55:00,2025-02-27 17:55:00,48.0,170.0,5.0,1,471.86
24939,3184,2,Billing,,Field Report,Closed,2025-06-26 21:14:00,2025-06-28 19:14:00,46.0,,4.0,0,240.59
24940,2808,7,Outage,Critical,Field Report,Closed,2025-04-29 22:28:00,2025-04-29 23:28:00,1.0,78.0,5.0,0,237.57
24941,923,3,Line Repair,Medium,Field Report,Closed,2025-08-28 22:51:00,2025-08-29 13:51:00,15.0,88.0,4.0,0,243.97
24942,1550,4,Meter,Critical,Mobile App,Closed,2024-12-15 09:09:00,2024-12-15 18:09:00,9.0,132.0,4.0,1,473.91
24943,1248,2,Streetlight,Critical,Mobile App,Closed,2024-03-30 04:42:00,2024-03-31 07:42:00,27.0,93.0,3.0,0,391.91
24944,268,7,Meter,Critical,Mobile App,Closed,2025-01-15 15:26:00,2025-01-16 04:26:00,13.0,67.0,3.0,0,310.65
24945,1903,6,Streetlight,Medium,Web,Pending,2024-09-11 13:51:00,,,154.0,,0,208.52
24946,853,7,Line Repair,Low,Phone,Closed,2024-05-13 09:02:00,2024-05-14 05:02:00,20.0,154.0,3.0,0,278.08
24947,1056,1,Outage,Medium,Phone,Closed,2025-06-20 13:21:00,2025-06-21 01:21:00,12.0,66.0,4.0,0,410.41
24948,4795,3,Outage,High,Field Report,Closed,2024-06-30 15:16:00,2024-06-30 17:16:00,2.0,71.0,4.0,0,340.38
24949,1980,5,Meter,Low,Phone,Closed,2026-02-16 19:27:00,2026-02-17 22:27:00,27.0,60.0,3.0,0,348.08
24950,2883,2,Outage,Medium,Phone,Pending,2024-09-24 07:36:00,,,64.0,,0,381.26
24951,1305,4,Meter,High,Web,Open,2025-05-16 02:46:00,,,161.0,,0,293.28
24952,3640,7,Line Repair,High,Web,Closed,2024-12-12 21:13:00,2024-12-13 03:13:00,6.0,67.0,4.0,0,311.21
24953,64,4,Outage,Medium,Field Report,Open,2024-11-18 13:40:00,,,51.0,,0,635.05
24954,3666,3,Meter,,Field Report,Closed,2024-04-11 18:45:00,2024-04-12 16:45:00,22.0,34.0,4.0,0,393.07
24955,394,6,Inspection,Low,Mobile App,Closed,2024-06-19 04:46:00,2024-06-23 06:46:00,98.0,133.0,4.0,0,381.98
24956,2467,2,Billing,Low,Mobile App,Closed,2024-03-07 04:41:00,2024-03-09 23:41:00,67.0,,4.0,0,60.96
24957,4307,1,Billing,High,Field Report,Closed,2024-02-27 23:39:00,2024-02-29 00:39:00,25.0,,3.0,0,190.88
24958,3433,2,Streetlight,High,Web,In Progress,2024-01-14 19:38:00,,,42.0,,0,297.15
24959,501,2,Meter,Low,Phone,Closed,2025-03-08 16:09:00,2025-03-11 00:09:00,56.0,147.0,5.0,1,450.97
24960,2187,8,Meter,Low,Phone,Closed,2025-05-12 21:18:00,2025-05-16 12:18:00,87.0,73.0,4.0,0,293.49
24961,1833,1,Inspection,Critical,Mobile App,Closed,2025-02-04 09:12:00,2025-02-05 02:12:00,17.0,19.0,4.0,1,389.47
24962,4813,5,Outage,Critical,Mobile App,Closed,2024-12-11 12:14:00,2024-12-11 14:14:00,2.0,138.0,5.0,0,476.68
24963,1431,6,Outage,Medium,Mobile App,Closed,2024-08-08 01:13:00,2024-08-08 15:13:00,14.0,136.0,5.0,0,407.44
24964,378,5,Streetlight,Low,Field Report,Closed,2025-01-20 16:41:00,2025-01-24 19:41:00,99.0,97.0,4.0,0,321.48
24965,5376,7,Billing,Medium,Web,Closed,2026-01-25 20:57:00,2026-01-27 23:57:00,51.0,,3.0,0,112.48
24966,4824,7,Inspection,Medium,Mobile App,Open,2024-05-12 06:31:00,,,86.0,,0,277.93
24967,709,5,Meter,Low,Web,Closed,2024-05-21 01:41:00,2024-05-25 06:41:00,101.0,30.0,5.0,0,274.65
24968,2364,4,Line Repair,Low,Phone,Closed,2024-07-27 19:38:00,2024-07-29 11:38:00,40.0,131.0,4.0,1,290.25
24969,284,8,Outage,Medium,Mobile App,Closed,2024-11-11 03:03:00,2024-11-12 00:03:00,21.0,130.0,3.0,1,189.14
24970,2997,6,Meter,Low,Web,Pending,2024-04-18 01:05:00,,,67.0,,0,295.83
24971,5999,3,Billing,Low,Mobile App,In Progress,2024-04-08 10:53:00,,,,,0,15.0
24972,1175,6,Billing,Medium,Mobile App,Closed,2025-07-14 03:11:00,2025-07-16 11:11:00,56.0,,5.0,0,147.15
24973,4994,2,Billing,Low,Web,Closed,2024-08-02 06:28:00,2024-08-05 04:28:00,70.0,,5.0,0,126.74
24974,4635,6,Outage,Low,Field Report,Closed,2024-08-21 09:50:00,2024-08-21 23:50:00,14.0,180.0,4.0,1,369.58
24975,2617,8,Outage,Low,Web,Closed,2025-06-08 19:10:00,2025-06-09 08:10:00,13.0,105.0,3.0,0,516.39
24976,5912,5,Vegetation,Low,Mobile App,Closed,2024-10-05 09:52:00,2024-10-11 13:52:00,148.0,59.0,3.0,0,381.6
24977,5398,5,Line Repair,Medium,Web,In Progress,2025-01-25 04:10:00,,,52.0,,1,384.24
24978,96,2,Line Repair,Low,Web,Closed,2025-04-02 05:31:00,2025-04-03 21:31:00,40.0,66.0,5.0,0,401.19
24979,547,7,Vegetation,Medium,Web,Closed,2025-06-23 14:08:00,2025-06-26 13:08:00,71.0,6.0,5.0,0,300.32
24980,4228,7,Line Repair,Medium,Field Report,Closed,2026-01-18 15:22:00,2026-01-19 13:22:00,22.0,102.0,3.0,0,370.68
24981,5365,2,Billing,Medium,Phone,Closed,2024-02-29 21:11:00,2024-03-05 10:11:00,109.0,,5.0,0,202.99
24982,556,7,Streetlight,Low,Field Report,Closed,2026-01-07 12:31:00,2026-01-13 02:31:00,134.0,38.0,4.0,0,271.43
24983,2232,3,Billing,Medium,Phone,Closed,2024-06-30 06:15:00,2024-07-01 02:15:00,20.0,,3.0,0,130.53
24984,3644,2,Inspection,Medium,Field Report,Closed,2024-09-24 00:42:00,2024-09-25 03:42:00,27.0,74.0,4.0,0,394.45
24985,5099,2,Outage,Critical,Web,Closed,2024-01-29 14:12:00,2024-01-29 16:12:00,2.0,89.0,5.0,0,312.07
24986,5336,8,Inspection,Medium,Mobile App,Closed,2025-02-15 17:19:00,2025-02-17 02:19:00,33.0,35.0,3.0,0,344.99
24987,3614,3,Line Repair,Medium,Field Report,Closed,2024-11-09 18:45:00,2024-11-10 12:45:00,18.0,132.0,4.0,0,443.33
24988,2027,6,Outage,Low,Mobile App,Closed,2025-04-06 16:36:00,2025-04-07 06:36:00,14.0,100.0,4.0,0,321.16
24989,577,8,Line Repair,Medium,Phone,Closed,2024-04-28 08:09:00,2024-04-29 17:09:00,33.0,95.0,3.0,0,364.31
24990,4062,7,Outage,Critical,Phone,In Progress,2025-04-25 03:16:00,,,32.0,,0,442.05
24991,1918,4,Outage,High,Field Report,Closed,2024-08-22 16:38:00,2024-08-22 23:38:00,7.0,1.0,3.0,0,367.3
24992,5607,3,Meter,Medium,Phone,Closed,2025-02-21 09:18:00,2025-02-23 10:18:00,49.0,97.0,4.0,0,448.68
24993,2763,7,Meter,Low,Field Report,In Progress,2025-07-26 23:14:00,,,162.0,,0,335.82
24994,2356,5,Meter,Low,Mobile App,In Progress,2024-12-12 07:48:00,,,116.0,,0,419.52
24995,3050,1,Meter,High,Phone,Pending,2025-01-08 08:08:00,,,29.0,,0,352.18
24996,1222,5,Billing,Medium,Phone,Escalated,2024-07-24 01:24:00,,,,,0,136.93
24997,2367,8,Vegetation,Low,Phone,Closed,2024-02-25 02:47:00,2024-02-27 23:47:00,69.0,86.0,4.0,0,401.3
24998,2372,7,Billing,Critical,Web,Closed,2024-06-23 09:13:00,2024-06-24 06:13:00,21.0,,3.0,0,49.63
24999,1425,8,Inspection,Medium,Mobile App,Pending,2024-08-19 01:24:00,,,83.0,,0,284.25
25000,5582,3,Billing,Low,Field Report,Closed,2024-05-04 21:56:00,2024-05-07 20:56:00,71.0,,5.0,0,238.99
25001,3977,2,Outage,High,Phone,In Progress,2024-10-30 04:14:00,,,30.0,,0,379.7
25002,1057,1,Inspection,High,Phone,Closed,2025-09-30 07:42:00,2025-10-02 10:42:00,51.0,106.0,4.0,0,262.09
25003,4089,6,Streetlight,Low,Web,Closed,2025-05-05 02:44:00,2025-05-07 08:44:00,54.0,139.0,4.0,0,315.37
25004,2994,7,Meter,Low,Web,Closed,2025-09-22 02:47:00,2025-09-24 10:47:00,56.0,129.0,3.0,1,305.93
25005,4522,4,Line Repair,Medium,Web,Closed,2024-04-25 14:55:00,2024-04-26 00:55:00,10.0,83.0,4.0,0,318.66
25006,2724,8,Billing,High,Phone,Pending,2024-08-04 18:50:00,,,,,0,87.01
25007,697,4,Streetlight,Low,Field Report,Closed,2024-04-10 14:36:00,2024-04-14 08:36:00,90.0,2.0,5.0,0,302.86
25008,4622,5,Streetlight,High,Web,Closed,2026-02-16 00:18:00,2026-02-18 06:18:00,54.0,121.0,3.0,0,338.12
25009,1007,2,Streetlight,Medium,Mobile App,Closed,2024-04-03 07:17:00,2024-04-06 12:17:00,77.0,57.0,4.0,0,412.17
25010,5831,3,Streetlight,High,Mobile App,Closed,2024-04-14 04:40:00,2024-04-16 14:40:00,58.0,11.0,5.0,0,432.82
25011,5120,5,Outage,Low,Phone,Closed,2026-02-16 03:18:00,2026-02-16 20:18:00,17.0,74.0,3.0,0,422.06
25012,1064,2,Billing,High,Phone,Closed,2025-08-22 07:44:00,2025-08-23 15:44:00,32.0,,5.0,1,15.0
25013,3078,8,Inspection,High,Mobile App,In Progress,2025-02-24 21:35:00,,,45.0,,0,287.79
25014,5474,1,Meter,Low,Field Report,Closed,2024-04-05 21:50:00,2024-04-08 13:50:00,64.0,44.0,4.0,0,348.63
25015,3036,1,Inspection,Low,Web,In Progress,2024-01-26 03:09:00,,,113.0,,0,442.39
25016,687,6,Outage,Medium,Web,Closed,2025-11-20 10:55:00,2025-11-20 22:55:00,12.0,53.0,4.0,0,351.83
25017,2368,7,Outage,High,Web,Closed,2025-09-10 12:26:00,2025-09-10 17:26:00,5.0,31.0,3.0,0,374.95
25018,3980,7,Outage,Medium,Mobile App,Pending,2024-04-29 00:40:00,,,112.0,,0,346.61
25019,340,7,Vegetation,Low,Mobile App,Closed,2025-09-15 15:28:00,2025-09-20 09:28:00,114.0,81.0,3.0,0,344.94
25020,2273,3,Streetlight,Medium,Field Report,Closed,2025-01-18 04:34:00,2025-01-20 10:34:00,54.0,37.0,5.0,0,350.85
25021,2314,4,Meter,High,Web,Closed,2025-12-20 05:46:00,2025-12-21 21:46:00,40.0,167.0,4.0,0,373.22
25022,674,6,Vegetation,High,Web,Closed,2024-06-18 12:33:00,2024-06-21 13:33:00,73.0,155.0,3.0,0,342.02
25023,5464,6,Line Repair,Critical,Web,Closed,2026-02-01 16:06:00,2026-02-01 23:06:00,7.0,145.0,3.0,0,345.8
25024,5616,6,Outage,Medium,Field Report,Closed,2024-10-30 22:58:00,2024-10-31 08:58:00,10.0,51.0,4.0,0,270.12
25025,5120,5,Meter,High,Field Report,Pending,2026-01-11 14:29:00,,,84.0,,0,321.14
25026,3738,1,Billing,Medium,Mobile App,Closed,2025-11-09 22:52:00,2025-11-12 11:52:00,61.0,,4.0,0,137.93
25027,3932,2,Meter,Low,Web,Closed,2024-06-11 14:05:00,2024-06-13 18:05:00,52.0,99.0,3.0,0,322.38
25028,1631,2,Inspection,High,Mobile App,Closed,2025-12-06 15:17:00,2025-12-08 00:17:00,33.0,40.0,2.0,0,348.78
25029,1077,2,Vegetation,Low,Mobile App,Closed,2024-01-08 19:09:00,2024-01-13 03:09:00,104.0,84.0,5.0,0,412.01
25030,255,1,Streetlight,Critical,Phone,Pending,2024-08-21 11:59:00,,,169.0,,0,260.04
25031,5282,8,Outage,Low,Mobile App,Closed,2026-02-24 18:01:00,2026-02-25 19:01:00,25.0,71.0,4.0,0,317.86
25032,1053,7,Vegetation,Medium,Web,Closed,2025-10-15 19:34:00,2025-10-18 01:34:00,54.0,70.0,3.0,0,326.91
25033,711,4,Billing,Medium,Mobile App,In Progress,2025-05-30 16:26:00,,,,,1,123.45
25034,5133,4,Vegetation,Medium,Mobile App,Closed,2024-01-22 16:18:00,2024-01-25 16:18:00,72.0,35.0,5.0,0,336.57
25035,4705,6,Outage,Low,Phone,Closed,2024-05-26 09:31:00,2024-05-26 15:31:00,6.0,97.0,4.0,0,248.38
25036,2805,2,Line Repair,Medium,Phone,Closed,2025-08-28 06:37:00,2025-08-28 21:37:00,15.0,41.0,3.0,0,538.11
25037,201,3,Line Repair,Low,Field Report,Closed,2025-10-20 13:57:00,2025-10-21 10:57:00,21.0,27.0,5.0,0,322.43
25038,4711,6,Outage,Low,Web,Closed,2024-12-22 22:18:00,2024-12-23 10:18:00,12.0,96.0,4.0,0,287.35
25039,4084,8,Billing,Critical,Field Report,Open,2024-02-03 14:50:00,,,,,0,153.7
25040,416,4,Meter,High,Field Report,Closed,2026-01-11 16:00:00,2026-01-12 18:00:00,26.0,119.0,5.0,1,330.18
25041,3039,4,Billing,Low,Mobile App,Closed,2025-04-04 06:05:00,2025-04-06 22:05:00,64.0,,4.0,0,174.53
25042,5874,3,Outage,High,Mobile App,Closed,2025-11-20 13:51:00,2025-11-20 20:51:00,7.0,153.0,5.0,0,582.02
25043,1809,8,Inspection,Critical,Web,Closed,2024-05-06 08:48:00,2024-05-07 19:48:00,35.0,51.0,4.0,0,169.92
25044,5472,4,Meter,Low,Web,In Progress,2025-02-18 06:49:00,,,163.0,,0,460.46
25045,1543,5,Line Repair,Low,Mobile App,Closed,2025-07-13 15:02:00,2025-07-16 01:02:00,58.0,58.0,5.0,0,264.57
25046,5791,5,Meter,Low,Mobile App,In Progress,2025-08-29 13:08:00,,,137.0,,0,251.86
25047,1142,4,Inspection,High,Field Report,Closed,2024-12-02 13:28:00,2024-12-04 12:28:00,47.0,175.0,3.0,0,427.31
25048,497,1,Outage,High,Field Report,In Progress,2024-04-11 20:24:00,,,136.0,,0,320.68
25049,5582,3,Billing,High,Web,Closed,2025-09-22 20:47:00,2025-09-24 09:47:00,37.0,,4.0,1,38.27
25050,1884,3,Meter,Critical,Field Report,In Progress,2024-09-19 06:30:00,,,48.0,,0,433.77
25051,231,4,Meter,Low,Web,Closed,2025-09-08 04:50:00,2025-09-09 15:50:00,35.0,37.0,4.0,0,316.61
25052,1916,7,Outage,Critical,Mobile App,Pending,2025-12-16 01:24:00,,,125.0,,1,375.82
25053,4481,3,Outage,Medium,Mobile App,Closed,2025-01-07 02:47:00,2025-01-07 20:47:00,18.0,65.0,5.0,0,316.15
25054,3482,5,Outage,Low,Web,In Progress,2025-10-20 22:20:00,,,63.0,,0,193.95
25055,2233,1,Inspection,Medium,Field Report,Closed,2026-01-20 02:06:00,2026-01-24 00:06:00,94.0,97.0,3.0,0,437.13
25056,4231,4,Outage,Low,Web,Closed,2024-11-14 23:47:00,2024-11-15 14:47:00,15.0,125.0,3.0,0,372.24
25057,2529,5,Streetlight,Medium,Phone,Closed,2025-08-25 09:08:00,2025-08-27 23:08:00,62.0,52.0,4.0,0,277.82
25058,1736,4,Line Repair,High,Phone,Closed,2024-11-12 14:27:00,2024-11-12 22:27:00,8.0,117.0,4.0,0,343.96
25059,1583,6,Outage,Medium,Mobile App,Pending,2025-04-27 10:09:00,,,29.0,,0,399.91
25060,4186,1,Line Repair,High,Web,Escalated,2026-01-22 09:31:00,,,109.0,,0,495.67
25061,5533,1,Meter,High,Web,Closed,2024-06-11 04:59:00,2024-06-12 09:59:00,29.0,82.0,3.0,0,280.37
25062,1262,2,Billing,High,Mobile App,Closed,2025-11-13 11:49:00,2025-11-14 21:49:00,34.0,,4.0,0,244.11
25063,3742,1,Outage,Critical,Field Report,Escalated,2026-02-10 16:33:00,,,142.0,,0,501.15
25064,5444,5,Line Repair,Low,Phone,Closed,2024-11-18 00:39:00,2024-11-20 16:39:00,64.0,108.0,4.0,0,406.7
25065,5000,1,Meter,Critical,Web,Closed,2024-01-16 22:47:00,2024-01-17 09:47:00,11.0,108.0,5.0,1,292.65
25066,5305,6,Vegetation,,Mobile App,Open,2024-06-30 01:54:00,,,149.0,,0,257.08
25067,4392,8,Vegetation,Medium,Phone,Pending,2025-12-15 06:00:00,,,164.0,,1,450.29
25068,2616,4,Meter,Critical,Mobile App,In Progress,2025-12-31 09:24:00,,,106.0,,0,307.97
25069,4535,8,Line Repair,Medium,Web,Pending,2025-12-02 17:09:00,,,159.0,,0,488.44
25070,4608,8,Billing,High,Web,Closed,2024-12-10 02:21:00,2024-12-11 09:21:00,31.0,,4.0,0,255.4
25071,3884,1,Meter,Low,Field Report,Closed,2025-03-26 00:40:00,2025-03-28 04:40:00,52.0,149.0,4.0,0,515.49
25072,71,8,Line Repair,Low,Web,Closed,2025-09-22 18:38:00,2025-09-23 15:38:00,21.0,158.0,3.0,0,366.13
25073,30,4,Meter,Critical,Phone,Closed,2024-09-30 00:16:00,2024-09-30 13:16:00,13.0,2.0,3.0,0,422.54
25074,3207,7,Outage,Medium,Web,In Progress,2024-09-02 05:11:00,,,145.0,,0,355.84
25075,133,4,Inspection,Low,Web,Closed,2026-02-10 20:11:00,2026-02-14 14:11:00,90.0,127.0,3.0,0,276.46
25076,1712,2,Meter,Low,Web,Closed,2025-02-10 23:07:00,2025-02-12 03:07:00,28.0,39.0,5.0,0,350.15
25077,5452,2,Meter,Low,Mobile App,Closed,2025-01-20 02:16:00,2025-01-23 21:16:00,91.0,13.0,4.0,0,453.33
25078,3070,8,Meter,High,Web,Closed,2025-02-16 08:26:00,2025-02-16 22:26:00,14.0,42.0,5.0,0,342.98
25079,5980,2,Line Repair,Low,Phone,Closed,2025-11-13 17:02:00,2025-11-14 08:02:00,15.0,158.0,2.0,0,395.15
25080,4254,8,Meter,Medium,Field Report,Closed,2025-01-10 08:06:00,2025-01-13 01:06:00,65.0,127.0,4.0,0,404.28
25081,5053,3,Outage,Medium,Web,Closed,2024-09-07 04:24:00,2024-09-07 16:24:00,12.0,64.0,4.0,0,436.33
25082,2291,1,Billing,Medium,Mobile App,Escalated,2026-01-08 20:44:00,,,,,1,128.86
25083,1198,2,Outage,Critical,Mobile App,Open,2025-01-18 12:51:00,,,118.0,,0,309.86
25084,844,7,Line Repair,Medium,Mobile App,Closed,2024-05-21 16:28:00,2024-05-22 13:28:00,21.0,176.0,3.0,0,356.8
25085,5370,6,Inspection,Medium,Web,Closed,2024-11-08 22:40:00,2024-11-10 17:40:00,43.0,146.0,4.0,1,401.46
25086,438,6,Inspection,Critical,Phone,Pending,2025-02-16 06:32:00,,,103.0,,0,251.83
25087,3944,2,Meter,,Phone,In Progress,2024-01-20 04:03:00,,,65.0,,0,335.88
25088,623,3,Outage,Medium,Web,In Progress,2025-08-08 17:30:00,,,131.0,,1,390.54
25089,3772,2,Inspection,High,Web,Closed,2024-11-19 23:31:00,2024-11-21 04:31:00,29.0,4.0,3.0,0,331.28
25090,4310,1,Outage,Low,Mobile App,Pending,2024-03-23 12:43:00,,,147.0,,0,283.16
25091,4842,7,Outage,Low,Web,Closed,2025-09-01 09:49:00,2025-09-01 22:49:00,13.0,8.0,5.0,0,346.74
25092,3712,6,Outage,Critical,Web,Closed,2025-03-02 14:27:00,2025-03-02 16:27:00,2.0,80.0,4.0,0,159.26
25093,1414,6,Outage,Medium,Mobile App,Closed,2025-12-21 09:26:00,2025-12-22 05:26:00,20.0,59.0,3.0,0,368.58
25094,3479,4,Billing,Medium,Field Report,In Progress,2024-12-31 21:35:00,,,,,0,49.73
25095,2121,6,Meter,Low,Web,Closed,2024-05-08 02:35:00,2024-05-11 20:35:00,90.0,1.0,5.0,0,282.67
25096,2598,7,Meter,Medium,Field Report,Open,2024-03-13 18:43:00,,,44.0,,1,261.11
25097,4243,5,Billing,Low,Phone,Closed,2024-04-25 19:05:00,2024-05-01 16:05:00,141.0,,5.0,0,210.85
25098,2171,4,Vegetation,High,Web,Closed,2025-03-21 13:21:00,2025-03-22 14:21:00,25.0,157.0,4.0,0,302.43
25099,3194,4,Vegetation,Medium,Field Report,Closed,2024-06-29 07:37:00,2024-07-01 18:37:00,59.0,161.0,5.0,0,187.0
25100,1340,3,Meter,High,Phone,Closed,2025-07-08 02:06:00,2025-07-09 08:06:00,30.0,78.0,5.0,1,286.79
25101,376,7,Line Repair,Medium,Phone,Closed,2024-12-16 22:22:00,2024-12-17 22:22:00,24.0,57.0,4.0,0,325.54
25102,3167,8,Inspection,Low,Web,Closed,2024-03-14 19:32:00,2024-03-21 09:32:00,158.0,51.0,4.0,0,448.03
25103,2458,4,Outage,Low,Field Report,Closed,2024-02-22 17:39:00,2024-02-23 09:39:00,16.0,49.0,4.0,0,329.85
25104,203,8,Outage,Low,Web,Pending,2025-07-20 07:39:00,,,105.0,,0,317.41
25105,4876,8,Meter,Critical,Field Report,Closed,2024-12-09 14:19:00,2024-12-09 22:19:00,8.0,76.0,4.0,0,431.05
25106,1871,1,Billing,Low,Web,Closed,2025-01-15 02:19:00,2025-01-18 19:19:00,89.0,,3.0,0,96.12
25107,2445,3,Billing,High,Mobile App,In Progress,2025-05-12 13:25:00,,,,,0,149.65
25108,2290,1,Streetlight,Low,Phone,Escalated,2025-12-13 22:28:00,,,69.0,,0,406.1
25109,601,8,Billing,Medium,Phone,Closed,2025-10-01 12:15:00,2025-10-03 23:15:00,59.0,,4.0,0,88.68
25110,4420,7,Outage,High,Field Report,Closed,2024-03-13 03:13:00,2024-03-13 10:13:00,7.0,5.0,5.0,0,286.39
25111,4020,2,Billing,Critical,Mobile App,In Progress,2025-06-29 10:17:00,,,,,0,110.2
25112,5141,3,Outage,Medium,Field Report,In Progress,2024-10-30 18:15:00,,,102.0,,0,376.57
25113,453,4,Inspection,Low,Mobile App,In Progress,2025-07-20 01:03:00,,,18.0,,0,272.95
25114,4081,5,Outage,Low,Mobile App,In Progress,2024-05-20 20:21:00,,,72.0,,0,395.63
25115,2330,1,Vegetation,Low,Mobile App,In Progress,2024-07-29 09:43:00,,,109.0,,0,333.44
25116,2114,7,Streetlight,Medium,Web,Pending,2024-12-16 07:11:00,,,93.0,,0,226.65
25117,360,7,Outage,Low,Mobile App,Closed,2025-07-06 20:55:00,2025-07-08 06:55:00,34.0,10.0,4.0,0,517.01
25118,5956,2,Outage,Medium,Web,Closed,2025-01-22 11:39:00,2025-01-22 20:39:00,9.0,9.0,4.0,0,439.35
25119,1283,1,Vegetation,High,Mobile App,Closed,2025-10-22 21:17:00,2025-10-25 12:17:00,63.0,126.0,4.0,0,307.28
25120,1448,2,Streetlight,Medium,Phone,Closed,2025-04-21 01:45:00,2025-04-23 06:45:00,53.0,68.0,5.0,1,294.07
25121,3264,7,Inspection,Medium,Mobile App,In Progress,2025-11-27 11:12:00,,,112.0,,0,353.35
25122,551,6,Billing,Medium,Field Report,Closed,2025-09-24 05:26:00,2025-09-26 05:26:00,48.0,,4.0,0,64.13
25123,1602,7,Billing,Low,Field Report,Closed,2024-08-17 11:48:00,2024-08-20 03:48:00,64.0,,3.0,0,280.07
25124,5231,2,Streetlight,Medium,Mobile App,In Progress,2024-11-15 17:26:00,,,45.0,,0,360.61
25125,202,7,Meter,Medium,Web,Open,2024-05-18 14:49:00,,,72.0,,0,593.89
25126,5255,2,Vegetation,Low,Mobile App,Closed,2024-11-20 05:27:00,2024-11-24 06:27:00,97.0,2.0,4.0,0,422.17
25127,1390,4,Billing,Critical,Mobile App,In Progress,2025-01-09 23:08:00,,,,,0,201.43
25128,4748,8,Streetlight,Low,Field Report,Closed,2025-12-31 20:07:00,2026-01-06 08:07:00,132.0,81.0,4.0,0,457.57
